insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('75e8d83e-e811-4b7e-8ee5-0d7cd7e7508f','6d986260-cab3-4f50-88c9-ffd415e429f0',83, 78.25, '14/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('5f6802c7-68ab-4227-85c1-a2d678b5c412','ce9e10dd-3346-4112-bcd2-4ebd63dc6437',146, 37.12, '29/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('7053ba1a-33b7-4390-823a-e736d8e187fb','8709f342-d01a-491f-be37-43a7b9ff8d88',144, 75.10, '27/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('672a3827-8d6b-4bf6-8ed6-302839b924ba','059c62d0-49eb-4b6b-a79b-b3d6037d6315',184, 62.56, '21/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('9127bd03-27c8-4ad0-bbab-cf2f9416170a','7e8fead1-7258-4cc5-817b-1807f6812650',182, 5.50, '29/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('63f3c918-18e0-4ca5-822b-8cefe0c46b8a','7bdf06c0-340e-420b-9621-19fc4321f6a8',123, 47.59, '09/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('0d1db935-3966-437b-9184-7cd6c09d762b','d9ba4341-3468-407b-a2b2-001065c8ca64',69, 8.41, '12/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('355edfba-d696-4666-9529-cc7303bdbb3f','0ff018a9-246a-48b1-af8d-e21af24bc1fb',161, 32.11, '01/05/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('2e91a7e1-868d-4749-8797-8fe3f12b3554','9c781d78-6940-4bba-807b-decd49df8e23',49, 71.62, '17/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('905005d0-b554-4ad6-8c6b-dd205d1721e3','566302ca-a5a8-45f8-ad8b-6c2d8dbc0280',141, 50.39, '03/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('1edb1ab5-2fd0-42f7-89fb-914821d1c668','269b8205-7ca6-4eab-8732-76ee143883a2',16, 76.67, '17/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('ce232bdc-35fa-4f8f-8ce8-4c670cdb8bcf','6539de5c-8e4d-46a4-b1a1-2ece322cc4ea',56, 76.84, '19/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('95972982-78c4-4855-a427-3dfc5df0983d','1345d64e-d174-4a07-b8ee-e2bbab9ade73',116, 53.68, '28/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('a06dfa80-8f84-4264-9908-7eb2f99e5260','f4938d7c-e407-46b8-85ba-fe7a12155dd4',8, 51.59, '07/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('3c529f57-e7fc-4d3a-95a4-a048500b37d9','013d2715-f5d8-4803-a3c4-bdcad0b36cbb',101, 12.68, '23/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('d3a3fe89-f8f4-456c-aeeb-c1ff7ff13046','7bc4ef7d-09bb-4fe7-8f4c-78f7d850021a',26, 59.82, '02/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('d87f44c9-7211-45a8-bd34-b30c4f464dc6','bb42d930-8b14-4cc7-86bb-1fe221743b6b',31, 7.59, '23/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('137ce773-9784-4d2b-ae7d-d42db815839d','9d695e72-e4e8-4f0c-9a89-c8359efd8c4e',166, 38.73, '11/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('7b213940-a708-48a8-a3af-d73b1b200b5a','2d7609d1-930b-4170-9647-053586b6909d',11, 47.77, '07/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('eb8c24ba-1839-4c4a-8877-36c408bfe0da','9e5c01c4-a1c4-45d1-912b-fbf9f33a8105',90, 44.31, '03/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('dffc1cf5-31fa-4882-9c40-7d21b9f30120','da36c060-0397-40c6-b2cc-e0ce52081e5a',28, 43.38, '16/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('45a38514-2b25-429f-b3d7-24db986a42db','9d695e72-e4e8-4f0c-9a89-c8359efd8c4e',73, 38.73, '22/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('e4ab6f72-6647-4fff-89dc-4b481f0ab5c4','d9ba4341-3468-407b-a2b2-001065c8ca64',195, 8.41, '02/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('fb095c45-13d8-42e4-a805-19bd2a94a843','2991900a-6d5e-40a2-8eff-38f9ec8c7e2f',115, 39.73, '24/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('fa8cd2a8-268d-4202-b598-31326d6650cd','dbdbe80e-aa56-4d4b-b762-e3ca6ffcdc5a',181, 78.60, '16/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('9822f78b-869f-4b2b-a3a6-8a6cfbfd8a8a','c59920f0-5293-4120-a46b-46e4961957a6',115, 59.83, '06/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('7dae6269-8429-4e9f-a344-13d6f4edb236','01427207-a535-438c-8260-ad2dbd691db7',3, 46.16, '07/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('25590680-8f65-4cd2-9ed4-218ad9dd768d','d100b9d6-7a21-4ab8-b8d6-99cc5ad034b0',163, 62.72, '05/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('3fe18e26-0388-421f-97df-79b16963bba3','bf244868-8542-4870-b00d-f0b5a6c98a08',182, 9.46, '17/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('c6e574a4-6fb6-4730-87d2-ba0ed1bdce16','1aaa5b70-10d0-428a-8820-2ddc77085f67',114, 59.62, '29/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('19ec9e69-7d81-4c42-b28f-c4c3e8cdf7fd','da25030d-e452-416e-aa3b-eef8708cbb95',175, 37.43, '16/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('188b5d4a-c7fe-4157-a11b-726d67b1f5d2','d3a59f44-7c30-4650-baa0-b5756b738f95',17, 44.59, '23/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('abac17a1-8f99-4e95-b1ef-aab819c5184d','2b02104f-2f43-40a3-941f-8f76907bc88a',65, 64.81, '28/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('f46bfbd4-b9b0-46a3-9758-e77fc8b554a2','da36c060-0397-40c6-b2cc-e0ce52081e5a',58, 43.38, '28/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('9a07dbef-7ea8-434f-a9bb-2e36849bdd32','0eac35dc-2ca9-4d12-8289-ac4fe300b35b',158, 26.05, '20/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('48bdba2a-b3e6-4ec0-bca9-8ee4b3d930bd','bda84ed6-cf87-4be0-9c4c-b8faac803228',130, 10.32, '09/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('9f8f48cf-b200-4b1a-90e2-6b46927f857a','fd6798fe-1286-4348-8e0e-b6f87791ccc3',42, 39.22, '28/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('6d89d17c-39da-4a06-9fa0-b46e07bb5626','b19d8b5b-e2e2-459d-93bf-9e6d89d4c217',78, 1.07, '14/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('6aea7bba-c491-4a8e-8a5e-bc06750083e0','085039a2-ad5b-45c0-bfb8-504d8daac4ea',137, 74.66, '28/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('1edb1ab5-2fd0-42f7-89fb-914821d1c668','29f11f2d-9b15-4748-baea-5998b19305df',126, 4.49, '27/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('8d9e0962-9dd2-4200-8f94-ff40b3b5a259','1bd9dd12-3b93-4c8c-be57-80a27a2f5928',123, 67.93, '19/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('d4e818c7-18f0-4296-bdbb-a0dfaa4c4be2','0a46e7dc-9b1c-46ca-b321-2ff7c1391a08',90, 54.40, '08/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('c10edcfe-0b50-4a44-b65f-f3c1efa04edf','16843a44-b733-45f8-a98f-edb733833293',133, 76.81, '15/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('89ad0469-2149-4bf6-b92f-f064da2debdd','7bdf06c0-340e-420b-9621-19fc4321f6a8',125, 47.59, '22/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('e74edfe0-42cc-4392-abc6-6e54d10fffad','85876f5b-05b1-49ba-826f-76cf698573b7',77, 33.78, '13/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('dfe97a6b-4ad9-437a-9104-46655bafa472','02008bf5-e962-43b0-bf21-743256aaf479',151, 23.43, '26/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('e8b2f168-fa77-43cf-9377-5f2e681fdb4d','013d2715-f5d8-4803-a3c4-bdcad0b36cbb',72, 12.68, '11/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('c834638f-cfae-419d-92ba-5c0e68ac48b9','2e3f1881-b07b-4a97-9482-4212922ebd13',11, 73.83, '11/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('9d122f9b-f21f-4555-9e99-77fd8136a8d8','2c875023-78e6-4690-9ccd-3a5d5f31c9d2',78, 51.70, '16/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('520f99dd-a369-420f-bf67-7c91c7d25482','013d2715-f5d8-4803-a3c4-bdcad0b36cbb',13, 12.68, '21/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('4b3a39eb-711a-4def-8fe4-23a9699eaa27','1345d64e-d174-4a07-b8ee-e2bbab9ade73',33, 53.68, '06/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('3c529f57-e7fc-4d3a-95a4-a048500b37d9','88192bf2-e49c-4125-8a76-0da9c43b65bd',162, 53.07, '04/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('567c239b-e736-42a9-9eb5-21d4db33bd11','0a8e6a83-264e-492c-931b-7fdf960ffcbd',30, 12.82, '03/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('e8b2f168-fa77-43cf-9377-5f2e681fdb4d','bb42d930-8b14-4cc7-86bb-1fe221743b6b',120, 7.59, '21/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('e1be2478-b460-4e12-b4a6-07ef4b676f8c','60f8b8c9-d508-4f40-88eb-c0cbdf06db4d',148, 41.75, '08/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('b439c060-eee0-407e-93a6-12a0f0bf0bc0','b518442d-0eb3-4a45-a375-f2c3f8e812c1',23, 40.08, '02/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('4fe86bc7-1e50-4aea-8ef0-c06e5e62e62f','10524e7b-c19b-47f6-85ae-e185ac30427b',69, 31.67, '21/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('1edb1ab5-2fd0-42f7-89fb-914821d1c668','e7540f85-808f-4895-ae77-67891fbaa4f8',111, 27.85, '25/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('e4ab6f72-6647-4fff-89dc-4b481f0ab5c4','5fbc9989-fa6b-4289-995a-bdb12b1062c0',82, 56.14, '04/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('4b41dcb6-1623-437e-b515-6a177a4d25e2','0d3568cf-4f0c-4ad7-94fa-92141453a66a',39, 26.78, '17/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('4451789d-bded-4e9c-a391-85e32ad6175e','b38ee866-a0f5-4223-8622-592e2daabd61',177, 75.84, '15/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('137ce773-9784-4d2b-ae7d-d42db815839d','43f2848a-024e-411a-bb76-5fe7c59bed04',30, 60.84, '09/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('42d4ffcc-9d10-4e9f-b997-b5ec73c51564','16ad21b5-1fcb-4aac-b733-4eb59d6fc053',133, 23.08, '18/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('137ce773-9784-4d2b-ae7d-d42db815839d','7bc4ef7d-09bb-4fe7-8f4c-78f7d850021a',152, 59.82, '17/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('86818019-da52-4a05-8981-bb166650ff5b','924c460b-8055-4092-ba3c-ee4eabdd6bc9',181, 7.83, '19/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('20473b82-9ba8-49c4-8936-601662ec4e77','26aea7ea-63cd-4199-bd86-e114b2ae5032',126, 33.60, '30/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('a6e7dd15-6161-42e5-b282-e431bec79b66','0dca08d9-bd2a-4ccf-8128-db5c4a9969d1',111, 32.52, '03/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('9e114e1c-74dc-4cde-b16b-eeecd72e0424','9e5c01c4-a1c4-45d1-912b-fbf9f33a8105',75, 44.31, '11/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('9c61d8e6-7b17-474b-be12-2a07a9bf7e19','cf576c98-e825-44ed-9c42-f3a9284c8be1',105, 65.91, '12/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('c116f1c8-5046-4173-867d-d43b35391f28','da25030d-e452-416e-aa3b-eef8708cbb95',55, 37.43, '14/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('d4e818c7-18f0-4296-bdbb-a0dfaa4c4be2','17e9e6a0-3b61-425b-8113-aa89de0268a3',64, 12.75, '18/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('bbd81cea-a28a-43e5-ab8a-53f682b29bf3','a61a297a-7046-4eb8-a9e2-869fe325ab8e',100, 29.45, '10/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('01c5fd3c-68db-415e-826a-f572b737d3f5','0cdc1749-31e9-4542-975c-e9469a88e616',192, 9.96, '23/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('26bbfd90-0169-4b38-bedf-144a62691f90','71ebdae1-1736-4a53-89f9-4d48df7ffb6e',124, 43.25, '25/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('dfe97a6b-4ad9-437a-9104-46655bafa472','3f048492-b1f9-41b4-9244-c5f1c7cf9c88',7, 35.41, '09/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('457e258c-c103-47f3-ac33-f81d9a00d033','71ebdae1-1736-4a53-89f9-4d48df7ffb6e',41, 43.25, '03/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('a6e7dd15-6161-42e5-b282-e431bec79b66','60b9ef03-59cc-46a5-b972-7f081d1969cd',100, 5.59, '18/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('0f4a0696-e20c-41a0-80be-db3a13a7a5bc','56f33e89-99b8-4770-b8f8-69e0ba53932e',160, 5.72, '07/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('52466041-b284-4805-890a-e9e4d3279216','60b9ef03-59cc-46a5-b972-7f081d1969cd',15, 5.59, '05/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('e74edfe0-42cc-4392-abc6-6e54d10fffad','c59920f0-5293-4120-a46b-46e4961957a6',40, 59.83, '29/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('01c5fd3c-68db-415e-826a-f572b737d3f5','58953f9b-b002-4d77-ad70-9ac97589b8d6',157, 79.72, '23/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('d9e81440-2273-43e8-bb79-4f11ab28b05b','4797abda-11f1-420a-9f57-aa78c4d9d98f',132, 45.42, '28/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('abcb135f-83f3-4304-88f3-dcc62e75740c','3e1c6a98-18d9-4ed7-981e-d2d94455112f',103, 50.39, '07/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('c7d3d71d-d732-42a8-abd9-cbdfe88f95e4','43f2848a-024e-411a-bb76-5fe7c59bed04',173, 60.84, '02/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('f38add98-61af-4646-b80e-ad62c23ec16b','8aea8142-8b32-462b-9c7d-3d7ce7ffb646',49, 42.17, '31/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('a6e7dd15-6161-42e5-b282-e431bec79b66','535a7cf0-b154-446c-a936-2d7a9a5c4d02',110, 74.76, '17/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('4eabbb1c-7821-43e0-ae63-b92e7b88bfd3','3c407de7-fff0-4df8-8a78-7342f56253f6',131, 53.24, '19/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('ce232bdc-35fa-4f8f-8ce8-4c670cdb8bcf','4cd0be6a-5554-442b-84dc-e48432ebfee3',72, 67.21, '20/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('d084242f-a193-47f2-a709-6245fd8d0aa4','f4938d7c-e407-46b8-85ba-fe7a12155dd4',70, 51.59, '29/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('3c529f57-e7fc-4d3a-95a4-a048500b37d9','60b9ef03-59cc-46a5-b972-7f081d1969cd',80, 5.59, '12/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('e4ab6f72-6647-4fff-89dc-4b481f0ab5c4','73aa43f3-ae71-4a66-a171-f65e6f44b7d8',184, 77.67, '05/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('6d89d17c-39da-4a06-9fa0-b46e07bb5626','0a8e6a83-264e-492c-931b-7fdf960ffcbd',135, 12.82, '10/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('63f3c918-18e0-4ca5-822b-8cefe0c46b8a','3c474e79-b0c6-44d8-b039-38e6b8a55616',78, 28.69, '30/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('86818019-da52-4a05-8981-bb166650ff5b','4f085238-6a6d-4674-b8dc-d93f233b2675',159, 7.19, '23/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('06d4f1d1-18b5-4372-8f48-0fee5f2053a3','0a46e7dc-9b1c-46ca-b321-2ff7c1391a08',171, 54.40, '11/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('d4e818c7-18f0-4296-bdbb-a0dfaa4c4be2','e0b3423e-e5f4-4f60-9ae5-3a9229e4b65d',105, 51.23, '19/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('23b0d473-336c-4e64-8639-19561172d0e8','e86584d4-9941-4426-8ce7-acc86d250675',101, 12.63, '20/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('1f1c74e4-bb2b-43fe-a4e5-7e3012f8f6d8','6ed87320-d6ad-4b6b-a649-8985ed924cae',139, 63.19, '09/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('bee789d4-526c-4bc2-a78d-4883c5034020','a8754384-7f40-46e7-9ba8-8d2d648fb065',185, 69.86, '07/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('90562646-eb92-4ff4-8274-03932727e659','02008bf5-e962-43b0-bf21-743256aaf479',105, 23.43, '15/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('42a43327-62f7-4c5f-a1a4-b2ac27e69da1','9d695e72-e4e8-4f0c-9a89-c8359efd8c4e',31, 38.73, '03/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('19ec9e69-7d81-4c42-b28f-c4c3e8cdf7fd','d98f84bf-5a4f-4844-abd7-ce4df35ea81f',87, 46.48, '14/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('95972982-78c4-4855-a427-3dfc5df0983d','a617c621-d813-45ad-8009-2e6cadb51d89',73, 45.15, '14/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('abcb135f-83f3-4304-88f3-dcc62e75740c','039365d6-09d7-422a-9735-6c852d66f99d',117, 73.21, '11/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('4819082b-2d0b-4464-b17e-a9b2211d1535','5fe00ed3-a80e-4509-95aa-8a5e2762e7b0',101, 62.10, '16/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('b5a63e62-b1ff-4dff-bd63-c74f6445efb2','f38b4fcb-bf88-4db7-bdb5-6552599cb25c',6, 11.09, '24/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('e497f5b7-7d73-4e2e-bac1-2fee2c02bd00','8aea8142-8b32-462b-9c7d-3d7ce7ffb646',77, 42.17, '01/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('b2adc314-85dd-46d3-938b-ecfe7008dc20','bb42d930-8b14-4cc7-86bb-1fe221743b6b',158, 7.59, '28/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('42d4ffcc-9d10-4e9f-b997-b5ec73c51564','bb42d930-8b14-4cc7-86bb-1fe221743b6b',52, 7.59, '19/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('2e023160-0bff-49e2-ba82-2ffc1419a56d','059c62d0-49eb-4b6b-a79b-b3d6037d6315',57, 62.56, '16/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('496f20d3-7a9a-49f1-a895-a797e8011307','c89f01c1-356f-4161-ac3a-07b034979cfd',23, 34.26, '09/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('46b9e0b0-6150-4820-a756-a7069270d573','d9ba4341-3468-407b-a2b2-001065c8ca64',51, 8.41, '27/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('6e596cb2-3c46-4b60-9b1d-2a5fcf90c998','b8f06642-90e7-43e1-a721-fe534ba203bb',106, 35.95, '21/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('d6fa270f-0bd2-4b95-acbe-05944ce59945','31876faf-aa95-4112-925b-a29774708753',90, 31.46, '19/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('d66fb17f-4ee4-499a-9e6e-5c394b7346db','a8754384-7f40-46e7-9ba8-8d2d648fb065',7, 69.86, '06/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('aefaf8a6-3cfe-4fb6-951d-93b624aa9d97','be7c9b7c-6fb2-42b0-8afe-4dbc7c59b540',65, 11.38, '22/03/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('2324ee0e-edc2-4037-9a17-5d5818809c5d','4797abda-11f1-420a-9f57-aa78c4d9d98f',195, 45.42, '22/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('2e91a7e1-868d-4749-8797-8fe3f12b3554','e86584d4-9941-4426-8ce7-acc86d250675',72, 12.63, '27/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('8d9e0962-9dd2-4200-8f94-ff40b3b5a259','be7c9b7c-6fb2-42b0-8afe-4dbc7c59b540',1, 11.38, '06/04/2019');
insert into transactions (cust_id, ticket_id, ticket_num, ticket_price, date) values ('6aea7bba-c491-4a8e-8a5e-bc06750083e0','6397e23d-93ca-448a-af34-e1e2667c8e44',50, 77.60, '25/03/2019');
